代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
1907,永豐餘,強勢噴出,雙主力連買,29.5,1.2,684,224,684,1592,6,4,4078,694,4078,29.03,28.3,26.62,是,是,否,否,是,否,均線多頭、布林突破,,,
3231,緯創,強勢噴出,雙主力連買,195.0,4.84,18453,5573,18453,42479,3,6,54728,19726,54728,177.3,160.32,156.89,是,是,否,否,是,否,均線多頭、布林突破,,,
2324,仁寶,強勢噴出,雙主力連買,37.0,1.79,13719,417,13719,27855,3,6,41469,1899,41469,35.59,35.9,35.53,否,是,否,是,否,否,MACD翻多,,,
4938,和碩,強勢噴出,雙主力連買,88.4,2.08,5585,67,5585,11237,3,6,7335,887,7335,84.38,83.85,84.69,否,是,否,否,否,否,—,,,
2855,統一證,強勢噴出,雙主力連買,44.75,1.36,421,5,421,847,3,6,877,1788,877,42.62,45.29,47.09,否,否,否,否,否,否,—,,,
6789,采鈺,趨勢持續,雙主力連買,440.0,2.21,149,2,149,300,3,6,1312,23,1312,415.9,471.45,510.02,否,否,否,否,否,否,—,,,
0050,元大台灣50,強勢噴出,雙主力連買,100.65,1.36,8554,8878,8554,25986,3,6,-17372,27887,-17372,,,,,,,,,,—,,,
1717,長興,強勢噴出,雙主力連買,63.6,3.08,1328,200,1328,2856,2,6,2900,2075,2900,59.14,65.1,72.55,否,否,否,是,否,否,MACD翻多,,,
2379,瑞昱,強勢噴出,雙主力連買,723.0,2.7,356,106,356,818,2,6,-2357,1255,-2357,709.0,742.9,692.72,否,否,是,否,否,否,KD黃金交叉,,,
2409,友達,強勢噴出,雙主力連買,24.45,2.3,10987,733,10987,22707,1,6,-7140,2461,-7140,23.68,26.18,25.41,否,否,否,否,否,否,—,,,
2885,元大金,強勢噴出,雙主力連買,69.0,1.47,5258,5408,5258,15924,1,6,19366,15219,19366,66.08,65.78,63.08,是,是,否,否,否,否,均線多頭,,,
2610,華航,強勢噴出,雙主力連買,22.45,0.0,5860,403,5860,12123,6,1,68854,-697,68854,22.14,21.41,20.72,是,否,否,否,否,否,均線多頭,,,
2609,陽明,強勢噴出,雙主力連買,51.0,0.39,2398,1,2398,4797,6,1,16729,-64,16729,50.54,50.52,51.18,否,否,是,否,否,否,KD黃金交叉,,,
3665,貿聯-KY,強勢噴出,雙主力連買,2300.0,9.79,386,404,386,1176,1,6,-1521,1921,-1521,2099.0,2015.0,2112.08,否,是,是,否,否,否,KD黃金交叉,,,
2345,智邦,強勢噴出,雙主力連買,2320.0,0.65,672,38,672,1382,1,6,-228,518,-228,2125.0,2241.0,2407.42,否,否,否,是,否,否,MACD翻多,,,
3044,健鼎,趨勢持續,雙主力連買,392.0,4.81,276,58,276,610,1,6,-1454,518,-1454,,,,,,,,,,—,,,
1409,新纖,趨勢持續,雙主力連買,22.6,3.67,296,58,296,650,2,5,-3211,263,-3211,,,,,,,,,,—,,,
1476,儒鴻,趨勢持續,雙主力連買,354.5,2.31,192,3,192,387,6,1,1544,5,1544,347.5,340.18,336.79,是,是,否,否,是,否,均線多頭、布林突破,,,
6282,康舒,強勢噴出,雙主力連買,47.9,7.28,2632,184,2632,5448,3,3,6386,535,6386,42.9,49.39,55.32,否,否,否,否,否,否,—,,,
3017,奇鋐,強勢噴出,雙主力連買,2600.0,1.96,506,527,506,1539,2,4,782,1775,782,2335.0,2295.75,2452.83,否,否,否,否,是,否,布林突破,,,
3443,創意,趨勢持續,雙主力連買,4145.0,0.97,279,10,279,568,2,4,275,144,275,,,,,,,,,,—,,,
2891,中信金,強勢噴出,雙主力連買,64.8,0.0,9427,1255,9427,20109,4,1,41705,12996,41705,63.92,64.59,64.54,否,否,否,否,否,否,—,,,
