代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
1402,遠東新,強勢噴出,雙主力連買,27.25,0.93,6264,59,6264,12587,6,4,43614,-1584,43614,27.12,27.23,27.36,否,否,否,是,否,否,MACD翻多,,,
9910,豐泰,強勢噴出,雙主力連買,70.2,1.01,353,51,353,757,5,5,1329,227,1329,,,,,,,,,,—,,,
1717,長興,強勢噴出,雙主力連買,70.0,5.74,4259,401,4259,8919,2,6,9582,1407,9582,66.5,63.54,71.64,否,否,否,否,否,是,爆量長紅,,,
2027,大成鋼,強勢噴出,雙主力連買,47.3,1.5,3770,455,3770,7995,6,2,27030,2439,27030,45.72,43.27,42.15,是,是,否,否,否,否,均線多頭,,,
9904,寶成,強勢噴出,雙主力連買,24.1,0.84,2532,109,2532,5173,3,5,-33442,466,-33442,,,,,,,,,,—,,,
4938,和碩,強勢噴出,雙主力連買,89.5,2.76,1847,96,1847,3790,2,6,12800,1150,12800,,,,,,,,,,—,,,
2105,正新,低位啟動,雙主力連買,31.7,0.96,239,97,239,575,4,4,3375,212,3375,,,,,,,,,,—,,,
2408,南亞科,強勢噴出,雙主力連買,502.0,9.85,30509,48,30509,61066,6,1,73894,5340,73894,459.8,419.4,395.23,是,是,否,否,否,否,均線多頭,,,
0050,元大台灣50,強勢噴出,雙主力連買,104.25,1.36,7975,50,7975,16000,1,6,69138,24680,69138,102.97,101.7,103.03,否,否,否,否,否,否,—,,,
2609,陽明,強勢噴出,雙主力連買,51.6,2.18,12116,42,12116,24274,2,5,5164,177,5164,50.82,50.42,51.25,否,否,是,否,否,否,KD黃金交叉,,,
3037,欣興,強勢噴出,雙主力連買,992.0,3.87,3502,31,3502,7035,1,6,8423,8436,8423,962.6,859.2,920.92,否,是,否,否,否,否,—,,,
2891,中信金,強勢噴出,雙主力連買,66.5,1.37,1602,2891,1602,6095,6,1,34859,2443,34859,65.5,63.83,65.28,否,否,否,否,否,否,—,,,
3034,聯詠,強勢噴出,雙主力連買,544.0,0.37,636,12,636,1284,6,1,5691,-811,5691,,,,,,,,,,—,,,
0056,元大高股息,強勢噴出,雙主力連買,52.45,2.74,26955,840,26955,54750,2,4,53049,1800,53049,51.37,50.34,50.56,否,否,否,否,否,否,—,,,
3450,聯鈞,強勢噴出,雙主力連買,524.0,9.85,1485,360,1485,3330,4,2,4466,274,4466,,,,,,,,,,—,,,
4904,遠傳,強勢噴出,雙主力連買,101.5,1.5,481,64,481,1026,2,4,2760,955,2760,,,,,,,,,,—,,,
9941,裕融,強勢噴出,雙主力連買,85.2,1.07,307,1,307,615,2,4,1170,398,1170,,,,,,,,,,—,,,
2353,宏碁,強勢噴出,雙主力連買,31.0,2.48,9892,100,9892,19884,1,4,14100,99,14100,30.11,29.8,32.49,否,否,否,否,否,否,—,,,
2603,長榮,強勢噴出,雙主力連買,214.0,3.13,9011,620,9011,18642,3,2,10664,1671,10664,207.3,203.03,205.22,否,是,否,否,是,是,布林突破、爆量長紅,,,
6213,聯茂,強勢噴出,雙主力連買,427.5,9.9,4499,210,4499,9208,2,3,12527,3151,12527,368.5,324.55,305.38,是,是,否,否,是,否,均線多頭、布林突破,,,
8021,尖點,強勢噴出,雙主力連買,434.5,10.0,1878,324,1878,4080,1,4,-1623,1261,-1623,,,,,,,,,,—,,,
1210,大成,強勢噴出,雙主力連買,53.2,0.95,734,49,734,1517,2,3,-4504,1196,-4504,54.32,56.62,55.33,否,否,否,否,否,否,—,,,
3406,玉晶光,強勢噴出,雙主力連買,546.0,0.0,383,323,383,1089,4,1,776,124,776,534.8,518.62,604.61,否,否,否,否,否,否,—,,,
1722,台肥,強勢噴出,雙主力連買,46.1,1.32,638,3,638,1279,4,1,716,3,716,45.43,46.29,47.0,否,否,否,否,否,否,—,,,
5876,上海商銀,強勢噴出,雙主力連買,43.35,0.23,904,221,904,2029,3,2,4751,-1898,4751,,,,,,,,,,—,,,
2887,台新新光金,強勢噴出,雙主力連買,35.9,2.13,6712,4030,6712,17454,2,2,24428,701,24428,35.36,34.95,31.2,是,否,否,否,否,否,均線多頭,,,
3702,大聯大,強勢噴出,雙主力連買,130.0,6.12,1183,360,1183,2726,1,3,-358,608,-358,,,,,,,,,,—,,,
2308,台達電,強勢噴出,雙主力連買,1815.0,10.0,1370,604,1370,3344,1,3,3450,-494,3450,,,,,,,,,,—,,,
2855,統一證,強勢噴出,雙主力連買,45.85,3.03,605,966,605,2176,1,3,-1998,2703,-1998,,,,,,,,,,—,,,
2330,台積電,趨勢持續,雙主力連買,2380.0,0.42,119,132,119,370,2,2,-3431,-662,-3431,2368.0,2358.75,2358.58,是,否,否,否,否,否,均線多頭,,,
