代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
3045,台灣大,強勢噴出,雙主力連買,118.0,1.72,8687,1205,8687,18579,6,4,17185,2422,17185,116.2,113.28,114.35,否,是,否,否,否,否,—,,,
2891,中信金,強勢噴出,雙主力連買,67.5,1.35,4234,3353,4234,11821,5,5,10421,21592,10421,65.94,65.47,66.61,否,是,否,否,否,否,—,,,
3231,緯創,強勢噴出,雙主力連買,188.5,1.62,2762,14547,2762,20071,3,5,-1782,23685,-1782,182.4,184.22,168.72,否,否,否,否,否,否,—,,,
2884,玉山金,強勢噴出,雙主力連買,43.2,6.67,8980,671,8980,18631,2,6,13089,12025,13089,40.42,38.5,36.48,是,是,否,否,是,是,均線多頭、布林突破、爆量長紅,,,
2890,永豐金,強勢噴出,雙主力連買,42.6,1.07,5955,1771,5955,13681,6,2,42931,8148,42931,41.43,39.94,39.3,是,是,否,否,是,否,均線多頭、布林突破,,,
6442,光聖,強勢噴出,雙主力連買,1770.0,1.43,432,535,432,1399,5,3,1114,544,1114,,,,,,,,,,—,,,
2885,元大金,強勢噴出,雙主力連買,68.5,2.7,17375,1505,17375,36255,6,1,36156,-4305,36156,66.26,65.77,65.92,否,否,否,否,否,否,—,,,
2618,長榮航,強勢噴出,雙主力連買,42.8,1.54,9151,3324,9151,21626,1,6,3860,9922,3860,42.23,42.19,42.08,是,否,否,是,否,否,均線多頭、MACD翻多,,,
2542,興富發,強勢噴出,雙主力連買,48.65,1.46,3082,3213,3082,9377,2,5,184,8300,184,47.63,47.01,44.91,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
2637,慧洋-KY,強勢噴出,雙主力連買,99.8,3.63,2307,115,2307,4729,4,3,2762,305,2762,95.58,92.13,83.51,是,是,否,否,否,是,均線多頭、爆量長紅,,,
2313,華通,強勢噴出,雙主力連買,236.0,5.83,1786,65,1786,3637,1,6,2649,9103,2649,,,,,,,,,,—,,,
9910,豐泰,低位啟動,雙主力連買,67.7,0.45,25,39,25,89,3,4,-161,186,-161,67.98,69.36,70.68,否,否,否,否,否,否,—,,,
2377,微星,強勢噴出,雙主力連買,150.5,3.08,367,45,367,779,5,2,12362,241,12362,151.9,151.1,144.98,是,是,否,否,否,否,均線多頭,,,
2610,華航,強勢噴出,雙主力連買,20.55,0.49,10292,570,10292,21154,2,4,-8953,4400,-8953,20.39,20.43,21.32,否,否,否,否,否,否,—,,,
2882,國泰金,強勢噴出,雙主力連買,112.5,3.21,3771,3242,3771,10784,1,5,5304,15200,5304,109.7,102.5,100.97,是,是,否,否,是,否,均線多頭、布林突破,,,
2382,廣達,強勢噴出,雙主力連買,335.0,0.6,3774,177,3774,7725,1,5,7095,4745,7095,337.0,327.48,342.17,否,是,否,否,否,否,—,,,
2455,全新,強勢噴出,雙主力連買,525.0,3.35,2690,713,2690,6093,2,4,7618,4122,7618,500.4,423.85,369.25,是,是,否,否,否,否,均線多頭,,,
1476,儒鴻,強勢噴出,雙主力連買,313.5,0.16,632,7,632,1271,1,5,-1,386,-1,,,,,,,,,,—,,,
6278,台表科,強勢噴出,雙主力連買,191.5,4.36,621,9,621,1251,2,4,1637,170,1637,,,,,,,,,,—,,,
2883,凱基金,強勢噴出,雙主力連買,35.9,1.13,5273,78,5273,10624,1,4,57141,1414,57141,34.59,32.1,30.53,是,是,否,否,是,否,均線多頭、布林突破,,,
2027,大成鋼,強勢噴出,雙主力連買,50.2,1.31,2193,2098,2193,6484,1,4,-3047,8710,-3047,49.35,49.13,44.31,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
