代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
2618,長榮航,強勢噴出,雙主力連買,42.85,0.82,11207,7481,11207,29895,3,6,12147,24313,12147,42.22,42.17,42.17,否,否,否,是,否,否,MACD翻多,,,
1102,亞泥,強勢噴出,雙主力連買,35.95,1.41,5215,168,5215,10598,3,6,10409,2057,10409,35.42,35.16,34.28,是,是,否,是,是,否,均線多頭、MACD翻多、布林突破,,,
2412,中華電,強勢噴出,雙主力連買,145.5,0.34,3633,970,3633,8236,6,3,24580,-368,24580,145.1,140.38,138.55,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
1560,中砂,強勢噴出,雙主力連買,955.0,0.53,253,329,253,835,3,6,1124,1274,1124,,,,,,,,,,—,,,
2610,華航,強勢噴出,雙主力連買,20.45,0.25,14583,5498,14583,34664,2,6,20044,14909,20044,20.34,20.35,20.94,否,否,否,否,否,否,—,,,
9910,豐泰,強勢噴出,雙主力連買,70.0,2.04,997,70,997,2064,2,6,881,1132,881,68.9,68.59,68.75,否,否,否,否,否,否,—,,,
9904,寶成,強勢噴出,雙主力連買,24.9,1.22,4973,96,4973,10042,1,6,427,6358,427,24.77,24.58,24.43,是,否,否,否,否,否,均線多頭,,,
2379,瑞昱,強勢噴出,雙主力連買,761.0,0.79,1104,165,1104,2373,6,1,7225,2,7225,739.6,722.05,737.83,否,是,否,否,是,否,布林突破,,,
2637,慧洋-KY,低位啟動,雙主力連買,100.5,0.0,136,2,136,274,6,1,1307,-601,1307,101.5,98.97,89.16,是,是,否,否,否,否,均線多頭,,,
3037,欣興,強勢噴出,雙主力連買,1160.0,3.57,5946,575,5946,12467,5,1,16393,47,16393,1044.2,1001.4,959.33,是,否,否,否,是,是,均線多頭、布林突破、爆量長紅,,,
2609,陽明,強勢噴出,雙主力連買,59.9,1.53,3211,71,3211,6493,3,3,28824,498,28824,60.96,58.95,54.77,是,否,否,否,否,否,均線多頭,,,
2404,漢唐,強勢噴出,雙主力連買,1250.0,9.65,1498,353,1498,3349,2,4,1689,1120,1689,1135.0,1073.25,1127.58,否,是,否,否,是,是,布林突破、爆量長紅,,,
6213,聯茂,強勢噴出,雙主力連買,541.0,0.37,314,95,314,723,4,2,-1371,1267,-1371,,,,,,,,,,—,,,
3090,日電貿,趨勢持續,雙主力連買,165.0,0.3,262,103,262,627,2,3,1286,238,1286,,,,,,,,,,—,,,
6670,復盛應用,趨勢持續,雙主力連買,273.0,0.74,23,30,23,76,1,4,-18,109,-18,273.1,275.4,266.79,否,是,是,否,否,否,KD黃金交叉,,,
6505,台塑化,強勢噴出,雙主力連買,87.3,0.11,3215,309,3215,6739,1,3,10038,7499,10038,87.14,81.31,74.3,是,是,否,否,否,否,均線多頭,,,
2347,聯強,強勢噴出,雙主力連買,94.5,5.12,3188,223,3188,6599,2,2,3556,480,3556,90.9,88.7,89.04,否,是,是,否,是,是,KD黃金交叉、布林突破、爆量長紅,,,
1216,統一,強勢噴出,雙主力連買,75.4,1.07,2806,22,2806,5634,1,3,4108,-588,4108,75.04,75.52,76.38,否,否,否,否,否,否,—,,,
6531,愛普*,強勢噴出,雙主力連買,987.0,5.67,1032,139,1032,2203,1,3,1023,77,1023,951.4,947.15,888.3,是,是,是,否,否,是,均線多頭、KD黃金交叉、爆量長紅,,,
1477,聚陽,強勢噴出,雙主力連買,192.5,1.05,433,38,433,904,1,3,386,68,386,,,,,,,,,,—,,,
1513,中興電,強勢噴出,雙主力連買,165.5,0.3,324,1,324,649,3,1,1414,1246,1414,,,,,,,,,,—,,,
