代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
2887,台新新光金,強勢噴出,雙主力連買,41.2,2.23,4506,9172,4506,18184,3,6,63210,21043,63210,38.97,37.02,34.74,是,是,否,否,是,否,均線多頭、布林突破,,,
3045,台灣大,強勢噴出,雙主力連買,116.0,0.43,3538,81,3538,7157,6,3,10729,1168,10729,115.7,112.9,114.33,否,是,是,否,否,否,KD黃金交叉,,,
2892,第一金,強勢噴出,雙主力連買,36.25,0.97,13316,5072,13316,31704,6,2,111234,4615,111234,35.04,34.1,33.6,是,否,否,否,是,否,均線多頭、布林突破,,,
2891,中信金,強勢噴出,雙主力連買,66.6,0.15,930,5258,930,7118,4,4,-952,18040,-952,65.2,65.33,66.64,否,是,否,否,否,否,—,,,
2886,兆豐金,強勢噴出,雙主力連買,49.0,1.03,17737,3529,17737,39003,6,1,89846,-2965,89846,48.08,47.91,47.29,是,否,否,否,否,否,均線多頭,,,
2884,玉山金,強勢噴出,雙主力連買,40.5,1.5,6874,5673,6874,19421,1,6,-2607,12919,-2607,39.49,38.24,36.33,是,是,否,否,是,否,均線多頭、布林突破,,,
2301,光寶科,強勢噴出,雙主力連買,315.0,4.83,3072,749,3072,6893,1,6,-3692,5153,-3692,307.8,280.15,236.4,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
2356,英業達,強勢噴出,雙主力連買,66.6,0.0,3078,537,3078,6693,3,4,1107,2492,1107,66.08,66.2,65.1,否,是,否,否,否,否,—,,,
2357,華碩,強勢噴出,雙主力連買,1010.0,0.0,1312,429,1312,3053,3,4,3481,2029,3481,990.4,922.75,804.25,是,是,否,否,否,否,均線多頭,,,
2312,金寶,強勢噴出,雙主力連買,33.15,0.3,747,1,747,1495,6,1,8398,1,8398,,,,,,,,,,—,,,
2495,普安,低位啟動,雙主力連買,38.05,0.26,221,8,221,450,5,2,1011,40,1011,38.23,38.32,43.05,否,是,否,否,否,否,—,,,
3450,聯鈞,趨勢持續,雙主力連買,602.0,3.97,288,50,288,626,1,6,1588,2883,1588,,,,,,,,,,—,,,
2480,敦陽科,趨勢持續,雙主力連買,156.5,0.64,77,1,77,155,5,2,220,5,220,,,,,,,,,,—,,,
3231,緯創,強勢噴出,雙主力連買,185.5,1.92,7065,6582,7065,20712,2,4,-11232,9046,-11232,180.6,184.28,168.33,否,否,否,否,否,否,—,,,
2890,永豐金,強勢噴出,雙主力連買,42.15,1.57,1880,6935,1880,10695,5,1,43411,6229,43411,40.78,39.74,39.16,是,是,否,否,是,否,均線多頭、布林突破,,,
