代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
2886,兆豐金,強勢噴出,雙主力連買,46.9,0.64,10202,12352,10202,32756,4,6,49475,41375,49475,47.08,49.43,46.08,否,否,否,否,否,否,—,,,
2609,陽明,強勢噴出,雙主力連買,56.2,2.74,14344,121,14344,28809,3,6,35578,572,35578,53.12,51.43,51.54,否,是,否,否,是,否,布林突破,,,
2542,興富發,強勢噴出,雙主力連買,47.75,2.03,9866,883,9866,20615,2,6,19214,5481,19214,46.39,44.66,43.85,是,是,否,否,是,否,均線多頭、布林突破,,,
3037,欣興,強勢噴出,雙主力連買,1145.0,2.23,10676,122,10676,21474,6,2,39898,-720,39898,1057.0,920.0,939.65,否,是,否,否,否,否,—,,,
1402,遠東新,強勢噴出,雙主力連買,27.8,0.91,7937,209,7937,16083,2,6,20631,2303,20631,27.39,27.24,27.43,否,否,否,否,是,否,布林突破,,,
1216,統一,強勢噴出,雙主力連買,76.2,1.33,5570,349,5570,11489,6,1,21377,-2757,21377,75.96,75.66,75.51,是,否,否,否,否,否,均線多頭,,,
2105,正新,強勢噴出,雙主力連買,31.1,1.14,2803,191,2803,5797,1,6,-13898,1188,-13898,31.01,30.94,31.82,否,否,否,否,否,否,—,,,
6213,聯茂,強勢噴出,雙主力連買,488.0,1.46,971,486,971,2428,6,1,6894,480,6894,476.4,366.02,327.89,是,是,否,否,否,否,均線多頭,,,
2855,統一證,強勢噴出,雙主力連買,46.85,0.54,65,613,65,743,1,6,-1124,2991,-1124,,,,,,,,,,—,,,
3450,聯鈞,強勢噴出,雙主力連買,579.0,5.27,1572,1892,1572,5036,5,1,3221,2240,3221,534.6,461.62,491.73,否,是,否,否,否,是,爆量長紅,,,
2880,華南金,強勢噴出,雙主力連買,39.7,1.28,1505,11612,1505,14622,2,3,-5052,32258,-5052,40.03,42.03,38.33,否,否,否,否,否,否,—,,,
8422,可寧衛*,強勢噴出,雙主力連買,27.1,2.46,3009,718,3009,6736,3,2,6244,1130,6244,26.66,26.05,27.17,否,是,是,否,否,否,KD黃金交叉,,,
2606,裕民,強勢噴出,雙主力連買,69.0,1.02,2140,5,2140,4285,3,2,4686,54,4686,67.3,64.66,64.86,否,是,否,否,否,否,—,,,
1102,亞泥,強勢噴出,雙主力連買,33.5,0.15,508,218,508,1234,3,2,-968,658,-968,,,,,,,,,,—,,,
2486,一詮,趨勢持續,雙主力連買,235.0,1.29,119,113,119,351,3,2,2253,528,2253,232.0,219.8,242.41,否,否,否,否,否,否,—,,,
2360,致茂,趨勢持續,雙主力連買,2305.0,2.44,51,61,51,163,4,1,424,390,424,2292.0,2079.5,2178.08,否,是,否,否,否,否,—,,,
