代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
3014,聯陽,強勢噴出,雙主力連買,139.0,0.36,1292,137,1292,2721,6,6,3041,247,3041,,,,,,,,,,—,,,
2477,美隆電,低位啟動,雙主力連買,23.2,0.43,36,48,36,120,5,6,348,86,348,22.49,21.8,21.56,是,是,否,否,是,否,均線多頭、布林突破,,,
2327,國巨*,強勢噴出,雙主力連買,571.0,2.51,7871,185,7871,15927,3,6,2999,2343,2999,548.6,553.85,647.88,否,否,否,否,否,否,—,,,
6743,安普新,低位啟動,雙主力連買,29.85,1.19,79,51,79,209,3,6,142,91,142,,,,,,,,,,—,,,
2618,長榮航,強勢噴出,雙主力連買,42.5,1.31,6621,3993,6621,17235,2,6,-1958,18932,-1958,41.91,42.17,42.2,否,否,否,否,否,否,—,,,
1102,亞泥,強勢噴出,雙主力連買,35.45,0.57,3175,172,3175,6522,2,6,3919,2198,3919,35.22,35.13,34.26,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
2412,中華電,強勢噴出,雙主力連買,145.0,0.35,2401,53,2401,4855,6,2,26805,-1667,26805,144.7,139.9,138.48,是,是,否,否,否,否,均線多頭,,,
2884,玉山金,強勢噴出,雙主力連買,46.05,0.33,1423,570,1423,3416,2,6,-774,19083,-774,46.48,43.59,38.8,是,是,否,否,否,否,均線多頭,,,
5876,上海商銀,強勢噴出,雙主力連買,49.7,0.91,1488,439,1488,3415,2,6,4003,2636,4003,49.62,47.1,44.91,是,是,否,否,否,否,均線多頭,,,
3679,新至陞,低位啟動,雙主力連買,109.0,0.46,14,13,14,41,2,6,20,23,20,108.2,107.88,109.08,否,否,否,否,否,否,—,,,
2303,聯電,強勢噴出,雙主力連買,160.0,1.91,50545,7857,50545,108947,1,6,89103,61206,89103,152.5,138.12,135.61,是,是,否,否,否,否,均線多頭,,,
2449,京元電子,強勢噴出,雙主力連買,317.0,5.14,16162,2979,16162,35303,5,2,42711,7257,42711,287.3,269.6,270.4,否,是,否,否,是,是,布林突破、爆量長紅,,,
3711,日月光投控,強勢噴出,雙主力連買,693.0,4.52,8479,1163,8479,18121,5,2,25885,480,25885,642.6,617.1,619.62,否,是,否,否,是,是,布林突破、爆量長紅,,,
2892,第一金,強勢噴出,雙主力連買,39.9,0.38,9026,171,9026,18223,5,2,26608,11504,26608,40.04,37.61,35.22,是,是,否,否,否,否,均線多頭,,,
