代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
3045,台灣大,強勢噴出,雙主力連買,115.5,0.43,5421,680,5421,11522,6,6,44379,2681,44379,114.8,111.88,114.31,否,是,否,否,否,否,—,,,
9941,裕融,低位啟動,雙主力連買,86.8,1.05,152,92,152,396,6,4,879,348,879,85.74,84.03,82.54,是,是,否,否,否,否,均線多頭,,,
2609,陽明,強勢噴出,雙主力連買,63.6,1.44,5684,8,5684,11376,6,3,159442,33,159442,62.28,54.24,52.37,是,是,否,否,否,否,均線多頭,,,
1102,亞泥,強勢噴出,雙主力連買,34.9,0.29,2857,15,2857,5729,6,3,34656,88,34656,34.63,33.27,34.22,否,是,否,否,否,否,—,,,
2105,正新,低位啟動,雙主力連買,31.35,0.32,46,7,46,99,6,3,9317,73,9317,31.38,31.03,31.78,否,是,否,否,否,否,—,,,
2610,華航,強勢噴出,雙主力連買,20.4,0.49,7503,11,7503,15017,3,5,12230,657,12230,20.24,21.02,21.22,否,否,否,否,否,否,—,,,
5871,中租-KY,強勢噴出,雙主力連買,115.0,0.44,2080,14,2080,4174,5,3,13839,10,13839,113.4,111.88,115.58,否,否,否,否,否,否,—,,,
2633,台灣高鐵,強勢噴出,雙主力連買,26.3,0.38,718,212,718,1648,5,3,2558,346,2558,26.11,25.96,25.97,否,是,否,否,是,否,布林突破,,,
2385,群光,強勢噴出,雙主力連買,106.0,0.47,526,10,526,1062,5,3,3023,-93,3023,,,,,,,,,,—,,,
2886,兆豐金,強勢噴出,雙主力連買,47.0,0.32,13560,98,13560,27218,6,1,76456,-2642,76456,46.85,48.96,46.68,否,否,否,否,否,否,—,,,
2884,玉山金,強勢噴出,雙主力連買,39.0,2.23,12135,576,12135,24846,1,6,-24572,28069,-24572,38.06,37.8,35.67,是,是,否,否,否,否,均線多頭,,,
1402,遠東新,強勢噴出,雙主力連買,29.0,1.58,303,1251,303,1857,1,6,30367,28178,30367,29.2,27.72,27.75,否,是,否,否,否,否,—,,,
3017,奇鋐,趨勢持續,雙主力連買,2950.0,3.33,88,148,88,324,2,5,48,871,48,2950.0,2796.75,2555.58,是,是,否,否,否,否,均線多頭,,,
2367,燿華,強勢噴出,雙主力連買,43.05,1.29,376,3,376,755,6,1,1403,5,1403,42.44,41.55,50.48,否,是,否,否,否,否,—,,,
6531,愛普*,趨勢持續,雙主力連買,876.0,3.67,22,7,22,51,6,1,3943,-3439,3943,864.6,831.7,908.47,否,是,是,否,否,否,KD黃金交叉,,,
2892,第一金,強勢噴出,雙主力連買,33.8,0.75,14366,139,14366,28871,5,1,62902,-7306,62902,33.58,34.38,33.01,否,否,否,否,否,否,—,,,
3034,聯詠,強勢噴出,雙主力連買,555.0,2.4,2285,3,2285,4573,5,1,6036,146,6036,537.6,528.2,513.92,是,是,否,否,否,否,均線多頭,,,
2464,盟立,趨勢持續,雙主力連買,193.0,2.93,221,114,221,556,3,3,873,295,873,,,,,,,,,,—,,,
3023,信邦,趨勢持續,雙主力連買,320.5,0.79,29,1,29,59,5,1,1066,-154,1066,319.6,309.65,314.2,否,是,否,否,否,否,—,,,
1303,南亞,強勢噴出,雙主力連買,188.5,4.72,2826,5860,2826,11512,1,4,-37634,9458,-37634,186.8,181.0,164.82,是,是,否,否,否,否,均線多頭,,,
6415,矽力*-KY,強勢噴出,雙主力連買,451.5,0.33,504,5,504,1013,4,1,848,10,848,,,,,,,,,,—,,,
6515,穎崴,趨勢持續,雙主力連買,6255.0,1.79,67,4,67,138,1,4,169,-65,169,6310.0,6432.75,7569.0,否,否,否,否,否,否,—,,,
2382,廣達,強勢噴出,雙主力連買,328.5,1.08,1388,74,1388,2850,2,2,3948,990,3948,326.6,314.07,348.58,否,是,否,否,否,否,—,,,
2379,瑞昱,強勢噴出,雙主力連買,730.0,1.96,447,18,447,912,3,1,12,528,12,,,,,,,,,,—,,,
6669,緯穎,趨勢持續,雙主力連買,6440.0,2.22,26,8,26,60,1,3,-172,-301,-172,6339.0,6064.0,5407.25,是,是,否,否,否,否,均線多頭,,,
1590,亞德客-KY,趨勢持續,雙主力連買,1460.0,1.74,51,7,51,109,3,1,136,-1,136,1441.0,1462.5,1385.83,否,是,否,否,否,否,—,,,
2377,微星,低位啟動,雙主力連買,144.0,0.0,155,24,155,334,3,1,-5890,-1750,-5890,143.2,149.22,143.97,否,否,否,否,否,否,—,,,
2883,凱基金,強勢噴出,雙主力連買,31.7,2.26,24668,7,24668,49343,1,2,35238,13325,35238,31.01,30.84,29.62,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
2455,全新,強勢噴出,雙主力連買,419.5,9.96,2144,4,2144,4292,2,1,-2449,4183,-2449,403.1,368.9,359.6,是,是,否,否,否,否,均線多頭,,,
3714,富采,強勢噴出,雙主力連買,59.6,4.2,1256,2,1256,2514,2,1,1583,4,1583,57.26,55.34,60.14,否,是,是,否,否,否,KD黃金交叉,,,
2542,興富發,強勢噴出,雙主力連買,47.5,1.71,850,221,850,1921,1,2,15477,409,15477,48.21,45.7,44.34,是,是,否,否,否,否,均線多頭,,,
5876,上海商銀,強勢噴出,雙主力連買,43.75,0.81,780,139,780,1699,1,2,7137,494,7137,,,,,,,,,,—,,,
6782,視陽,強勢噴出,雙主力連買,230.0,9.52,664,3,664,1331,2,1,781,-22,781,,,,,,,,,,—,,,
1477,聚陽,強勢噴出,雙主力連買,201.0,0.0,724,10,724,1458,1,2,1447,228,1447,,,,,,,,,,—,,,
2481,強茂,強勢噴出,雙主力連買,137.0,2.24,693,2,693,1388,2,1,-7759,-1421,-7759,,,,,,,,,,—,,,
6214,精誠,強勢噴出,雙主力連買,181.5,1.11,576,21,576,1173,2,1,2701,2208,2701,,,,,,,,,,—,,,
6451,訊芯-KY,強勢噴出,雙主力連買,423.0,5.75,429,1,429,859,2,1,-187,1,-187,,,,,,,,,,—,,,
6271,同欣電,趨勢持續,雙主力連買,199.5,3.37,248,1,248,497,2,1,-2,1,-2,195.0,186.62,218.94,否,是,否,否,否,否,—,,,
6414,樺漢,趨勢持續,雙主力連買,394.0,0.38,136,1,136,273,2,1,927,13,927,,,,,,,,,,—,,,
6830,汎銓,強勢噴出,雙主力連買,491.0,9.97,62,19,62,143,1,2,-1056,149,-1056,,,,,,,,,,—,,,
6781,AES-KY,趨勢持續,雙主力連買,1065.0,1.91,60,1,60,121,2,1,-199,1,-199,1060.0,1055.85,1095.18,否,是,否,否,否,否,—,,,
2362,藍天,低位啟動,雙主力連買,48.55,0.62,25,2,25,52,2,1,357,4,357,47.85,46.96,45.54,是,是,是,否,否,否,均線多頭、KD黃金交叉,,,
8081,致新,趨勢持續,雙主力連買,253.0,0.0,21,1,21,43,2,1,-193,269,-193,255.8,255.93,274.93,否,是,否,否,否,否,—,,,
3515,華擎,趨勢持續,雙主力連買,221.0,0.0,8,1,8,17,2,1,-80,1,-80,219.5,213.07,223.22,否,是,否,否,否,否,—,,,
2890,永豐金,強勢噴出,雙主力連買,39.3,0.9,6535,5,6535,13075,1,1,-9727,7188,-9727,39.32,39.45,38.31,否,是,否,否,否,否,—,,,
2887,台新新光金,強勢噴出,雙主力連買,37.15,1.78,5308,58,5308,10674,1,1,-36373,26464,-36373,36.65,35.81,33.6,是,是,否,否,否,否,均線多頭,,,
1301,台塑,強勢噴出,雙主力連買,57.8,1.4,620,2612,620,3852,1,1,-25738,2589,-25738,57.76,56.64,55.63,是,否,否,否,否,否,均線多頭,,,
2412,中華電,強勢噴出,雙主力連買,136.5,0.0,881,46,881,1808,1,1,-2131,18,-2131,136.4,137.1,139.57,否,否,否,否,否,否,—,,,
2478,大毅,強勢噴出,雙主力連買,120.5,0.0,800,27,800,1627,1,1,-3253,4051,-3253,,,,,,,,,,—,,,
3090,日電貿,強勢噴出,雙主力連買,166.0,1.84,420,21,420,861,1,1,-778,2650,-778,,,,,,,,,,—,,,
3042,晶技,趨勢持續,雙主力連買,185.0,4.23,118,1,118,237,1,1,-5063,993,-5063,185.4,173.75,190.97,否,是,否,否,否,否,—,,,
3406,玉晶光,強勢噴出,雙主力連買,690.0,5.02,293,1,293,587,1,1,-787,737,-787,661.2,579.2,615.66,否,是,是,否,否,否,KD黃金交叉,,,
6789,采鈺,趨勢持續,雙主力連買,420.5,1.33,220,1,220,441,1,1,257,6,257,421.7,430.95,480.29,否,否,否,否,否,否,—,,,
3661,世芯-KY,趨勢持續,雙主力連買,3865.0,3.48,91,43,91,225,1,1,-681,59,-681,3736.0,3647.0,3934.58,否,是,否,否,否,否,—,,,
6456,GIS-KY,趨勢持續,雙主力連買,67.7,3.36,189,1,189,379,1,1,1411,2,1411,67.5,63.32,68.76,否,是,否,否,否,否,—,,,
2376,技嘉,趨勢持續,雙主力連買,347.5,1.91,37,38,37,112,1,1,-6005,872,-6005,,,,,,,,,,—,,,
5469,瀚宇博,低位啟動,雙主力連買,71.4,1.13,80,1,80,161,1,1,-1459,-2,-1459,71.3,71.38,78.14,否,是,否,否,否,否,—,,,
5269,祥碩,趨勢持續,雙主力連買,1415.0,1.07,7,2,7,16,1,1,179,-26,179,1423.0,1397.0,1437.42,否,是,否,否,否,否,—,,,
2606,裕民,強勢噴出,外資連買,78.0,7.88,12871,-1029,12871,24713,6,0,20669,-588,20669,72.52,66.98,65.06,是,是,是,否,是,是,均線多頭、KD黃金交叉、布林突破、爆量長紅,,,
1216,統一,強勢噴出,外資連買,77.9,0.65,9982,-70,9982,19894,6,0,51807,-767,51807,77.7,75.81,76.07,否,是,否,否,否,否,—,,,
2603,長榮,強勢噴出,外資連買,246.0,1.86,5595,-927,5595,10263,6,0,47108,21,47108,246.9,221.07,209.74,是,是,否,否,否,否,均線多頭,,,
4904,遠傳,強勢噴出,外資連買,102.5,0.99,3813,-1095,3813,6531,6,0,8660,-508,8660,102.0,102.08,103.17,否,否,否,否,否,否,—,,,
3037,欣興,強勢噴出,外資連買,1095.0,1.86,3068,-1043,3068,5093,6,0,8602,-2160,8602,1105.0,983.55,944.48,是,是,否,否,否,否,均線多頭,,,
2617,台航,強勢噴出,外資連買,31.85,0.31,1685,0,1685,3370,6,0,4595,0,4595,31.45,29.51,29.6,否,是,否,否,否,否,—,,,
2612,中航,強勢噴出,外資連買,63.8,5.8,856,0,856,1712,6,0,2537,0,2537,,,,,,,,,,—,,,
2912,統一超,強勢噴出,外資連買,224.0,0.22,746,-6,746,1486,6,0,6657,-9,6657,,,,,,,,,,—,,,
2646,星宇航空,強勢噴出,外資連買,21.1,0.96,639,0,639,1278,6,0,6902,-12,6902,,,,,,,,,,—,,,
6213,聯茂,強勢噴出,外資連買,530.0,9.84,905,0,905,1810,6,0,6702,-951,6702,,,,,,,,,,—,,,
2897,王道銀行,強勢噴出,外資連買,10.2,0.49,530,0,530,1060,6,0,5230,0,5230,,,,,,,,,,—,,,
4960,誠美材,強勢噴出,外資連買,21.2,1.68,446,0,446,892,6,0,1817,0,1817,,,,,,,,,,—,,,
5607,遠雄港,強勢噴出,外資連買,53.9,3.06,320,0,320,640,6,0,2641,-2,2641,54.92,51.06,51.14,否,是,否,否,否,否,—,,,
1563,巧新,強勢噴出,外資連買,65.1,3.33,319,0,319,638,6,0,802,0,802,63.22,59.87,62.82,否,是,是,否,否,是,KD黃金交叉、爆量長紅,,,
1319,東陽,強勢噴出,外資連買,82.6,0.0,308,0,308,616,6,0,2595,-4,2595,82.54,77.97,81.98,否,是,否,否,否,否,—,,,
2534,宏盛,低位啟動,外資連買,17.3,0.29,280,0,280,560,6,0,972,0,972,17.21,17.07,17.27,否,是,否,否,否,否,—,,,
2027,大成鋼,低位啟動,外資連買,50.6,0.8,266,-25,266,507,6,0,13121,259,13121,50.48,47.33,43.61,是,是,否,否,否,否,均線多頭,,,
2528,皇普,低位啟動,外資連買,20.5,0.24,180,0,180,360,6,0,729,0,729,20.41,20.12,21.28,否,否,否,否,否,否,—,,,
6757,台灣虎航,低位啟動,外資連買,55.8,0.36,158,0,158,316,6,0,1095,0,1095,56.18,56.03,57.34,否,是,否,否,否,否,—,,,
1210,大成,低位啟動,外資連買,52.6,0.0,210,0,210,420,6,0,2686,-1078,2686,,,,,,,,,,—,,,
1528,恩德,低位啟動,外資連買,18.45,1.1,150,0,150,300,6,0,430,0,430,,,,,,,,,,—,,,
2504,國產,低位啟動,外資連買,31.85,0.16,127,0,127,254,6,0,2938,-12,2938,,,,,,,,,,—,,,
2852,第一保,低位啟動,外資連買,29.4,0.68,115,0,115,230,6,0,2301,0,2301,,,,,,,,,,—,,,
9921,巨大,低位啟動,外資連買,104.5,0.0,82,0,82,164,6,0,2854,-3,2854,,,,,,,,,,—,,,
2816,旺旺保,低位啟動,外資連買,37.55,0.54,120,0,120,240,6,0,1108,0,1108,,,,,,,,,,—,,,
2913,農林,低位啟動,外資連買,11.25,0.0,117,0,117,234,6,0,2383,0,2383,,,,,,,,,,—,,,
1524,耿鼎,低位啟動,外資連買,27.6,0.55,115,0,115,230,6,0,507,0,507,,,,,,,,,,—,,,
2607,榮運,低位啟動,外資連買,52.1,0.39,107,0,107,214,6,0,742,0,742,,,,,,,,,,—,,,
8341,日友,低位啟動,外資連買,76.8,0.39,93,0,93,186,6,0,248,0,248,76.44,76.13,77.18,否,否,否,否,否,否,—,,,
3550,聯穎,低位啟動,外資連買,23.3,1.3,94,0,94,188,6,0,382,1,382,22.93,22.43,26.0,否,是,否,否,否,否,—,,,
2107,厚生,低位啟動,外資連買,26.7,0.19,80,0,80,160,6,0,573,0,573,26.43,25.77,25.76,是,是,否,否,是,否,均線多頭、布林突破,,,
2069,運錩,低位啟動,外資連買,20.7,0.24,77,0,77,154,6,0,482,0,482,20.34,19.49,19.08,是,是,否,否,否,否,均線多頭,,,
3501,維熹,低位啟動,外資連買,40.1,0.5,73,0,73,146,6,0,166,0,166,39.9,39.43,40.54,否,否,否,否,否,否,—,,,
1464,得力,低位啟動,外資連買,10.3,0.49,70,0,70,140,6,0,264,0,264,10.25,10.26,10.41,否,否,否,否,否,否,—,,,
2727,王品,趨勢持續,外資連買,237.0,0.64,61,0,61,122,6,0,474,-66,474,236.2,232.68,236.74,否,是,否,否,否,否,—,,,
1337,再生-KY,低位啟動,外資連買,4.62,0.43,63,0,63,126,6,0,256,0,256,4.62,4.65,4.89,否,否,否,否,否,否,—,,,
2820,華票,低位啟動,外資連買,16.35,0.62,58,0,58,116,6,0,2018,0,2018,16.35,16.37,16.9,否,否,否,否,否,否,—,,,
1229,聯華,低位啟動,外資連買,41.7,0.48,56,0,56,112,6,0,4383,-13,4383,41.9,41.06,41.53,否,是,否,否,否,否,—,,,
9919,康那香,低位啟動,外資連買,13.85,0.0,51,0,51,102,6,0,307,0,307,13.87,13.87,13.96,否,否,否,否,否,否,—,,,
5244,弘凱,低位啟動,外資連買,34.1,0.0,50,0,50,100,6,0,284,0,284,,,,,,,,,,—,,,
6949,沛爾生醫-創,強勢噴出,外資連買,1355.0,9.72,123,0,123,246,6,0,398,0,398,1191.0,1005.85,908.98,是,是,否,否,是,是,均線多頭、布林突破、爆量長紅,,,
2597,潤弘,趨勢持續,外資連買,168.0,0.3,36,0,36,72,6,0,216,0,216,168.2,165.85,170.28,否,是,否,否,否,否,—,,,
4562,穎漢,低位啟動,外資連買,31.0,0.32,29,0,29,58,6,0,152,0,152,31.33,31.27,33.86,否,是,否,否,否,否,—,,,
1436,華友聯,低位啟動,外資連買,38.15,1.73,22,0,22,44,6,0,249,0,249,38.46,37.04,42.11,否,是,否,否,否,否,—,,,
2753,八方雲集,趨勢持續,外資連買,188.5,0.0,22,0,22,44,6,0,528,0,528,187.3,182.57,182.38,是,是,否,否,否,否,均線多頭,,,
1414,東和,低位啟動,外資連買,19.6,1.29,21,0,21,42,6,0,181,0,181,19.94,19.5,18.42,是,是,否,否,否,否,均線多頭,,,
7827,漢康-KY創,趨勢持續,外資連買,159.0,0.0,16,0,16,32,6,0,294,0,294,158.4,155.2,159.38,否,是,否,否,否,否,—,,,
9906,欣巴巴,低位啟動,外資連買,39.15,0.26,16,0,16,32,6,0,82,0,82,39.13,39.44,40.92,否,否,否,否,否,否,—,,,
4737,華廣,低位啟動,外資連買,56.9,0.71,16,0,16,32,6,0,42,0,42,56.94,56.27,56.41,否,是,否,否,否,否,—,,,
1615,大山,低位啟動,外資連買,44.2,0.23,14,0,14,28,6,0,141,0,141,,,,,,,,,,—,,,
1702,南僑,低位啟動,外資連買,32.7,1.08,5,0,5,10,6,0,301,0,301,32.75,33.09,32.51,否,否,否,否,否,否,—,,,
6885,全福生技,低位啟動,外資連買,20.9,0.0,4,0,4,8,6,0,132,0,132,20.68,20.7,21.69,否,否,否,否,否,否,—,,,
1805,寶徠,低位啟動,外資連買,10.2,0.49,3,0,3,6,6,0,64,0,64,10.19,10.02,10.21,否,是,是,否,否,否,KD黃金交叉,,,
2114,鑫永銓,低位啟動,外資連買,88.3,0.11,2,0,2,4,6,0,28,0,28,,,,,,,,,,—,,,
6552,易華電,低位啟動,外資連買,25.35,0.6,2,0,2,4,6,0,115,0,115,24.97,24.55,27.84,否,是,否,否,否,否,—,,,
2383,台光電,趨勢持續,外資連買,5595.0,3.04,18,-114,18,-78,6,0,1195,-867,1195,5714.0,5430.25,5236.83,是,是,否,否,否,否,均線多頭,,,
3711,日月光投控,強勢噴出,外資連買,591.0,0.17,342,-1492,342,-808,6,0,6713,-9011,6713,,,,,,,,,,—,,,
2615,萬海,強勢噴出,外資連買,126.5,1.61,5680,-12,5680,11348,5,0,52644,811,52644,119.1,96.04,86.46,是,是,否,否,是,否,均線多頭、布林突破,,,
9907,統一實,強勢噴出,外資連買,15.35,0.33,967,0,967,1934,5,0,4975,0,4975,15.24,14.96,15.47,否,是,否,否,否,否,—,,,
2903,遠百,強勢噴出,外資連買,22.65,0.67,953,0,953,1906,5,0,10158,805,10158,22.65,22.16,22.56,否,是,否,否,否,否,—,,,
6224,聚鼎,強勢噴出,外資連買,79.9,4.04,421,0,421,842,5,0,1167,0,1167,,,,,,,,,,—,,,
