代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
2892,第一金,強勢噴出,雙主力連買,34.1,2.4,21282,124,21282,42688,4,4,45008,20772,45008,33.29,32.48,29.94,是,是,否,否,否,否,均線多頭,,,
2890,永豐金,強勢噴出,雙主力連買,41.9,1.95,14113,661,14113,28887,4,4,48171,8013,48171,40.83,38.77,33.71,是,是,否,否,否,否,均線多頭,,,
1216,統一,強勢噴出,雙主力連買,78.6,0.77,5450,117,5450,11017,4,4,26971,559,26971,77.82,75.9,73.55,是,是,否,否,否,否,均線多頭,,,
2105,正新,強勢噴出,雙主力連買,32.2,0.78,1692,112,1692,3496,4,4,27865,424,27865,32.35,31.39,32.06,否,否,否,否,否,否,—,,,
2897,王道銀行,強勢噴出,雙主力連買,10.6,0.47,437,106,437,980,4,4,4753,440,4753,,,,,,,,,,—,,,
2206,三陽工業,強勢噴出,雙主力連買,64.0,0.31,168,296,168,632,4,4,2355,495,2355,,,,,,,,,,—,,,
2912,統一超,趨勢持續,雙主力連買,241.0,0.42,39,26,39,104,4,4,2546,204,2546,,,,,,,,,,—,,,
3596,智易,趨勢持續,雙主力連買,195.5,1.03,95,8,95,198,4,4,236,30,236,195.5,190.2,182.5,是,是,否,否,否,否,均線多頭,,,
7722,LINEPAY,趨勢持續,雙主力連買,332.0,3.91,12,1,12,25,4,4,60,71,60,,,,,,,,,,—,,,
2880,華南金,強勢噴出,雙主力連買,39.7,1.93,6181,140,6181,12502,4,2,15002,1918,15002,38.68,37.57,34.8,是,是,否,否,否,否,均線多頭,,,
2610,華航,強勢噴出,雙主力連買,22.05,0.23,3725,98,3725,7548,2,4,-10685,6333,-10685,22.09,22.18,19.81,否,是,否,否,否,否,—,,,
2606,裕民,強勢噴出,雙主力連買,63.0,1.29,1591,22,1591,3204,4,2,5788,-466,5788,62.46,62.33,64.43,否,否,否,否,否,否,—,,,
2455,全新,強勢噴出,雙主力連買,335.0,5.18,890,361,890,2141,2,4,-2640,469,-2640,,,,,,,,,,—,,,
5876,上海商銀,強勢噴出,雙主力連買,42.55,0.35,114,282,114,510,2,4,-2837,1808,-2837,,,,,,,,,,—,,,
8016,矽創,強勢噴出,雙主力連買,352.0,0.0,349,121,349,819,4,2,3440,275,3440,,,,,,,,,,—,,,
2207,和泰車,趨勢持續,雙主力連買,480.5,2.02,66,72,66,204,4,2,291,117,291,475.5,474.07,479.22,否,否,否,否,否,否,—,,,
