代號,名稱,類型,籌碼類型,收盤價,漲跌%,外資今日(張),投信今日(張),自營今日(張),三大法人合計(張),外資連買天數,投信連買天數,外資5日累計(張),投信5日累計(張),自營5日累計(張),MA5,MA20,MA60,均線多頭,MA20翻揚,KD黃金交叉,MACD翻多,布林突破,爆量長紅,技術面標籤,大戶400張以上%,中實戶50~400張%,散戶50張以下%
1717,長興,強勢噴出,雙主力連買,78.2,0.51,4624,22,4624,9270,5,6,29375,1264,29375,72.98,64.36,71.67,否,是,否,否,是,否,布林突破,,,
2330,台積電,強勢噴出,雙主力連買,2435.0,0.83,3972,736,3972,8680,5,5,10856,1917,10856,2399.0,2354.5,2367.5,否,否,否,否,否,否,—,,,
2883,凱基金,強勢噴出,雙主力連買,31.5,0.96,12142,6046,12142,30330,3,6,9672,26738,9672,31.13,30.46,28.38,是,是,否,是,否,否,均線多頭、MACD翻多,,,
2542,興富發,強勢噴出,雙主力連買,46.4,3.57,6156,1432,6156,13744,3,6,6589,3200,6589,44.88,44.16,43.68,是,是,否,否,是,是,均線多頭、布林突破、爆量長紅,,,
2376,技嘉,強勢噴出,雙主力連買,393.5,4.79,6831,90,6831,13752,6,2,14609,-1118,14609,362.6,343.12,343.11,是,是,否,否,是,是,均線多頭、布林突破、爆量長紅,,,
2890,永豐金,強勢噴出,雙主力連買,39.95,0.25,969,1558,969,3496,5,3,15748,1636,15748,39.34,39.4,36.98,否,否,否,否,否,否,—,,,
2887,台新新光金,強勢噴出,雙主力連買,36.2,1.54,12336,9137,12336,33809,2,5,36164,28380,36164,35.69,34.94,31.81,是,否,否,否,否,否,均線多頭,,,
2886,兆豐金,強勢噴出,雙主力連買,45.85,0.0,28691,586,28691,57968,1,6,-22921,13462,-22921,49.17,49.61,45.73,否,是,否,否,否,否,—,,,
2308,台達電,強勢噴出,雙主力連買,1885.0,5.31,1400,76,1400,2876,1,6,-4725,1912,-4725,,,,,,,,,,—,,,
3702,大聯大,強勢噴出,雙主力連買,123.5,0.82,272,579,272,1123,1,6,-6889,2045,-6889,,,,,,,,,,—,,,
2207,和泰車,趨勢持續,雙主力連買,524.0,3.97,82,27,82,191,1,6,-98,61,-98,513.8,510.23,486.5,是,是,否,否,否,是,均線多頭、爆量長紅,,,
2454,聯發科,強勢噴出,雙主力連買,4225.0,5.23,3760,10,3760,7530,5,1,6206,-472,6206,4024.0,3730.25,4030.33,否,是,否,否,否,是,爆量長紅,,,
6213,聯茂,強勢噴出,雙主力連買,469.0,1.08,2125,2,2125,4252,5,1,16164,1276,16164,440.3,343.38,316.16,是,是,否,否,否,否,均線多頭,,,
2603,長榮,強勢噴出,雙主力連買,215.5,0.47,1349,48,1349,2746,1,5,16997,3887,16997,,,,,,,,,,—,,,
7769,鴻勁,趨勢持續,雙主力連買,6770.0,4.48,134,142,134,410,5,1,333,-86,333,6440.0,6207.75,6775.08,否,否,是,否,否,是,KD黃金交叉、爆量長紅,,,
2408,南亞科,強勢噴出,雙主力連買,514.0,6.53,42740,1778,42740,87258,1,4,75846,2166,75846,488.9,425.27,405.14,是,是,否,否,否,否,均線多頭,,,
